,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,income
378,19-75,"Private,Self-emp-inc,Self-emp-not-inc,State-gov",311512-317660,"Assoc-acdm,Assoc-voc,HS-grad,Some-college",9-12,"Divorced,Married-civ-spouse,Never-married,Widowed","Adm-clerical,Craft-repair,Other-service,Sales","Husband,Not-in-family,Own-child","Black,White","Female,Male",0-7688,0,15-40,"Columbia,Mexico,United-States","<=50k,>50k"
379,22-46,"Federal-gov,Private",351299-371987,"Assoc-acdm,Bachelors,HS-grad,Some-college",9-13,"Divorced,Married-civ-spouse,Never-married","Adm-clerical,Craft-repair,Exec-managerial,Prof-specialty,Sales,Transport-moving","Husband,Not-in-family","Black,White","Female,Male",0,0,15-80,United-States,<=50k
380,23-52,"Local-gov,Private,Self-emp-inc",34987-42346,"Assoc-voc,Bachelors,HS-grad,Some-college",9-13,"Divorced,Married-civ-spouse,Never-married","Craft-repair,Farming-fishing,Other-service,Prof-specialty,Sales,Transport-moving","Husband,Not-in-family,Unmarried","Black,White","Female,Male",0,0,24-65,United-States,"<=50k,>50k"
381,24-58,"Private,Self-emp-not-inc,State-gov",236596-242406,"11th,Bachelors,HS-grad,Some-college",7-13,"Divorced,Married-civ-spouse,Never-married","Adm-clerical,Handlers-cleaners,Machine-op-inspct,Sales,Tech-support,Transport-moving","Husband,Not-in-family,Unmarried","Black,White","Female,Male",0-4386,0,40-45,"Puerto-Rico,United-States","<=50k,>50k"
382,23-47,"Private,Self-emp-not-inc,State-gov",117963-122272,"Bachelors,HS-grad,Some-college",9-13,"Divorced,Married-civ-spouse,Never-married","Adm-clerical,Craft-repair,Exec-managerial,Protective-serv,Tech-support","Husband,Own-child,Unmarried,Wife",White,"Female,Male",0-7298,0,16-60,United-States,"<=50k,>50k"
383,20-48,Private,186824-188386,"Assoc-voc,Doctorate,HS-grad,Some-college",9-16,"Divorced,Married-civ-spouse,Never-married,Widowed","Craft-repair,Exec-managerial,Machine-op-inspct,Prof-specialty,Tech-support","Husband,Not-in-family,Own-child,Unmarried,Wife",White,"Female,Male",0-15024,0-1887,25-60,United-States,"<=50k,>50k"
384,19-47,"Local-gov,Private,State-gov",507875-1033222,"11th,9th,Bachelors,HS-grad,Some-college",5-13,"Married-AF-spouse,Married-civ-spouse,Never-married,Separated","Adm-clerical,Craft-repair,Exec-managerial,Machine-op-inspct,Transport-moving","Husband,Not-in-family,Unmarried,Wife","Black,White","Female,Male",0-3674,0,25-60,United-States,"<=50k,>50k"
385,26-53,"Federal-gov,Private",92440-96129,"12th,9th,Assoc-acdm,Assoc-voc,HS-grad,Some-college",5-12,"Divorced,Married-civ-spouse,Never-married,Separated","Adm-clerical,Craft-repair,Handlers-cleaners,Sales,Tech-support","Husband,Not-in-family,Other-relative,Unmarried",White,"Female,Male",0,0-1977,40-50,United-States,"<=50k,>50k"
386,23-52,"Local-gov,Private,Self-emp-not-inc",188401-190762,"1st-4th,Assoc-acdm,HS-grad,Some-college",2-12,"Divorced,Married-civ-spouse,Married-spouse-absent,Never-married","Adm-clerical,Craft-repair,Exec-managerial,Farming-fishing,Machine-op-inspct,Protective-serv","Husband,Not-in-family,Own-child","Black,White","Female,Male",0,0,20-52,"Mexico,United-States",<=50k
387,20-57,"Federal-gov,Private",403107-426017,"11th,5th-6th,9th,Doctorate,HS-grad,Masters,Some-college",3-16,"Married-civ-spouse,Married-spouse-absent,Never-married","Craft-repair,Handlers-cleaners,Other-service,Prof-specialty,Sales,Tech-support","Husband,Not-in-family,Other-relative,Own-child",White,"Female,Male",0-15024,0,19-55,"El-Salvador,Mexico,United-States","<=50k,>50k"
388,17-60,"Local-gov,Private",242606-248344,"11th,7th-8th,HS-grad,Some-college",4-10,"Divorced,Married-civ-spouse,Never-married,Separated","Craft-repair,Handlers-cleaners,Machine-op-inspct,Other-service,Sales,Transport-moving","Husband,Not-in-family,Own-child","Amer-Indian-Eskimo,Black,White","Female,Male",0,0,12-56,"Mexico,United-States","<=50k,>50k"
389,24-58,"Private,Self-emp-not-inc,State-gov",236596-242406,"11th,Bachelors,HS-grad,Some-college",7-13,"Divorced,Married-civ-spouse,Never-married","Adm-clerical,Handlers-cleaners,Machine-op-inspct,Sales,Tech-support,Transport-moving","Husband,Not-in-family,Unmarried","Black,White","Female,Male",0-4386,0,40-45,"Puerto-Rico,United-States","<=50k,>50k"
390,20-51,"Federal-gov,Private,Self-emp-inc,Self-emp-not-inc",56915-64293,"Bachelors,HS-grad,Some-college",9-13,"Divorced,Married-civ-spouse,Never-married","Adm-clerical,Craft-repair,Prof-specialty,Sales","Husband,Not-in-family,Own-child","Amer-Indian-Eskimo,White","Female,Male",0-2407,0,30-60,United-States,<=50k
391,17-65,"Private,Self-emp-not-inc,State-gov",175024-176796,"11th,Assoc-acdm,HS-grad,Some-college",7-12,"Divorced,Married-civ-spouse,Never-married","Adm-clerical,Farming-fishing,Handlers-cleaners,Other-service,Protective-serv,Sales","Husband,Not-in-family,Own-child,Unmarried","Black,White","Female,Male",0-2176,0,18-45,United-States,<=50k
392,17-53,"Private,Self-emp-not-inc,State-gov",86872-92262,"11th,Bachelors,HS-grad",7-13,"Divorced,Married-civ-spouse,Never-married","Craft-repair,Exec-managerial,Other-service,Prof-specialty,Sales","Husband,Not-in-family,Own-child,Unmarried,Wife","Asian-Pac-Islander,White","Female,Male",0-15024,0,10-60,"England,United-States","<=50k,>50k"
393,23-52,"Local-gov,Private,Self-emp-not-inc",188401-190762,"1st-4th,Assoc-acdm,HS-grad,Some-college",2-12,"Divorced,Married-civ-spouse,Married-spouse-absent,Never-married","Adm-clerical,Craft-repair,Exec-managerial,Farming-fishing,Machine-op-inspct,Protective-serv","Husband,Not-in-family,Own-child","Black,White","Female,Male",0,0,20-52,"Mexico,United-States",<=50k
394,19-67,"Federal-gov,Private,Self-emp-not-inc",228528-235485,"10th,11th,Assoc-acdm,HS-grad,Prof-school,Some-college",6-15,"Married-civ-spouse,Never-married","Craft-repair,Exec-managerial,Handlers-cleaners,Other-service,Prof-specialty,Sales","Husband,Not-in-family,Other-relative,Own-child,Unmarried,Wife","Black,White","Female,Male",0-20051,0,35-48,United-States,"<=50k,>50k"
395,18-77,"Local-gov,Private,Self-emp-not-inc",132601-140359,"11th,Bachelors,Doctorate,HS-grad,Masters,Preschool,Some-college",1-16,"Married-civ-spouse,Never-married,Separated","Machine-op-inspct,Prof-specialty,Sales,Transport-moving","Husband,Not-in-family,Other-relative,Own-child",White,"Female,Male",0-7298,0,35-60,United-States,"<=50k,>50k"
396,25-58,"Federal-gov,Local-gov,Private,Self-emp-inc",254202-259323,"10th,Bachelors,HS-grad,Masters,Some-college",6-14,"Married-civ-spouse,Never-married","Craft-repair,Exec-managerial,Machine-op-inspct,Prof-specialty,Sales,Transport-moving","Husband,Not-in-family","Asian-Pac-Islander,Black,White","Female,Male",0,0-1408,20-75,"Thailand,United-States","<=50k,>50k"
397,21-50,"Private,Self-emp-not-inc",202692-205759,"7th-8th,Assoc-acdm,Bachelors,HS-grad,Masters",4-14,"Divorced,Married-civ-spouse,Married-spouse-absent,Never-married","Craft-repair,Handlers-cleaners,Prof-specialty,Sales","Husband,Not-in-family,Own-child","Black,White","Female,Male",0-2174,0,40-72,"Dominican-Republic,United-States","<=50k,>50k"
398,26-63,"Local-gov,Private,Self-emp-inc",220531-228456,"Assoc-voc,Bachelors,HS-grad,Prof-school",9-15,"Divorced,Married-civ-spouse,Never-married,Separated","Adm-clerical,Craft-repair,Exec-managerial,Other-service,Prof-specialty,Protective-serv,Tech-support","Husband,Not-in-family,Other-relative,Wife","Black,White","Female,Male",0,0,40-64,United-States,"<=50k,>50k"
399,25-59,"Local-gov,Private,State-gov",286370-289980,"7th-8th,Bachelors,HS-grad,Masters,Some-college",4-14,"Divorced,Married-civ-spouse,Never-married","Craft-repair,Exec-managerial,Handlers-cleaners,Machine-op-inspct,Prof-specialty,Protective-serv,Transport-moving","Husband,Not-in-family,Unmarried,Wife","Black,White","Female,Male",0,0,35-45,"Mexico,United-States","<=50k,>50k"
400,21-50,"Private,Self-emp-not-inc",202692-205759,"7th-8th,Assoc-acdm,Bachelors,HS-grad,Masters",4-14,"Divorced,Married-civ-spouse,Married-spouse-absent,Never-married","Craft-repair,Handlers-cleaners,Prof-specialty,Sales","Husband,Not-in-family,Own-child","Black,White","Female,Male",0-2174,0,40-72,"Dominican-Republic,United-States","<=50k,>50k"
401,18-64,"Federal-gov,Local-gov,Private",21174-29662,"11th,Assoc-acdm,HS-grad,Some-college",7-12,"Married-civ-spouse,Never-married","Adm-clerical,Exec-managerial,Handlers-cleaners,Other-service,Sales","Husband,Own-child,Wife",White,"Female,Male",0,0,16-50,United-States,"<=50k,>50k"
402,23-44,"Local-gov,Private",114580-116358,"Assoc-acdm,HS-grad,Masters,Some-college",9-14,"Divorced,Married-civ-spouse,Never-married","Adm-clerical,Craft-repair,Exec-managerial,Handlers-cleaners,Tech-support,Transport-moving","Husband,Not-in-family,Own-child","Asian-Pac-Islander,White","Female,Male",0,0-1980,40-70,"Philippines,United-States","<=50k,>50k"
403,19-41,"Local-gov,Private",206399-209109,"12th,Assoc-acdm,HS-grad,Masters,Some-college",8-14,"Divorced,Married-civ-spouse,Never-married","Craft-repair,Machine-op-inspct,Other-service,Prof-specialty,Tech-support","Husband,Not-in-family,Own-child,Unmarried","Black,White","Female,Male",0,0-1977,35-60,"Mexico,United-States","<=50k,>50k"
404,22-46,"Local-gov,Private",279196-285020,"Bachelors,HS-grad,Masters,Some-college",9-14,"Married-civ-spouse,Never-married","Craft-repair,Exec-managerial,Farming-fishing,Handlers-cleaners,Machine-op-inspct","Husband,Not-in-family,Own-child,Wife","Black,White","Female,Male",0-7298,0,30-80,United-States,"<=50k,>50k"
405,20-44,"Local-gov,Private,Self-emp-not-inc",116632-117789,"11th,9th,Assoc-acdm,Doctorate,HS-grad,Some-college",5-16,"Married-civ-spouse,Never-married","Craft-repair,Farming-fishing,Other-service,Prof-specialty,Protective-serv,Transport-moving","Husband,Not-in-family,Own-child,Wife",White,"Female,Male",0,0-2042,40-45,"Portugal,United-States","<=50k,>50k"
406,23-60,"Private,Self-emp-not-inc",81281-85815,"Assoc-acdm,Bachelors,HS-grad,Some-college",9-13,"Married-civ-spouse,Never-married","Adm-clerical,Craft-repair,Exec-managerial,Farming-fishing,Prof-specialty,Sales","Husband,Not-in-family,Wife","Asian-Pac-Islander,White","Female,Male",0,0,13-40,United-States,"<=50k,>50k"
407,23-58,"Federal-gov,Local-gov,Private,Self-emp-not-inc",321171-340148,"11th,Bachelors,HS-grad,Some-college",7-13,"Married-civ-spouse,Never-married","Adm-clerical,Farming-fishing,Handlers-cleaners,Other-service,Prof-specialty,Transport-moving","Husband,Not-in-family,Wife","Black,White","Female,Male",0,0-1887,30-50,"Canada,Cuba,Poland,United-States","<=50k,>50k"
408,22-46,"Federal-gov,Private",351299-371987,"Assoc-acdm,Bachelors,HS-grad,Some-college",9-13,"Divorced,Married-civ-spouse,Never-married","Adm-clerical,Craft-repair,Exec-managerial,Prof-specialty,Sales,Transport-moving","Husband,Not-in-family","Black,White","Female,Male",0,0,15-80,United-States,<=50k
409,24-67,"Private,State-gov",43323-51618,"Assoc-voc,HS-grad,Masters,Some-college",9-14,"Divorced,Married-civ-spouse,Never-married","Adm-clerical,Craft-repair,Other-service,Prof-specialty","Husband,Not-in-family,Unmarried,Wife",White,"Female,Male",0-14084,0-1762,24-50,United-States,"<=50k,>50k"
410,17-57,"Federal-gov,Private,Self-emp-inc,Self-emp-not-inc",190942-192262,"1st-4th,9th,Doctorate,HS-grad,Some-college",2-16,"Divorced,Married-civ-spouse,Never-married,Widowed","Armed-Forces,Craft-repair,Exec-managerial,Machine-op-inspct,Other-service,Priv-house-serv,Prof-specialty","Husband,Not-in-family,Own-child","Black,White","Female,Male",0-1055,0-1902,24-60,United-States,"<=50k,>50k"
411,20-44,"Local-gov,Private,Self-emp-not-inc",116632-117789,"11th,9th,Assoc-acdm,Doctorate,HS-grad,Some-college",5-16,"Married-civ-spouse,Never-married","Craft-repair,Farming-fishing,Other-service,Prof-specialty,Protective-serv,Transport-moving","Husband,Not-in-family,Own-child,Wife",White,"Female,Male",0,0-2042,40-45,"Portugal,United-States","<=50k,>50k"
412,20-57,"Federal-gov,Private",403107-426017,"11th,5th-6th,9th,Doctorate,HS-grad,Masters,Some-college",3-16,"Married-civ-spouse,Married-spouse-absent,Never-married","Craft-repair,Handlers-cleaners,Other-service,Prof-specialty,Sales,Tech-support","Husband,Not-in-family,Other-relative,Own-child",White,"Female,Male",0-15024,0,19-55,"El-Salvador,Mexico,United-States","<=50k,>50k"
413,19-44,"Private,Self-emp-not-inc,State-gov",290521-301606,"Assoc-voc,Bachelors,HS-grad,Masters,Some-college",9-14,"Divorced,Married-civ-spouse,Never-married,Widowed","Craft-repair,Exec-managerial,Other-service,Protective-serv,Sales","Husband,Not-in-family,Own-child,Unmarried","Black,White","Female,Male",0-7298,0,35-50,United-States,"<=50k,>50k"
414,19-44,"Private,Self-emp-not-inc,State-gov",290521-301606,"Assoc-voc,Bachelors,HS-grad,Masters,Some-college",9-14,"Divorced,Married-civ-spouse,Never-married,Widowed","Craft-repair,Exec-managerial,Other-service,Protective-serv,Sales","Husband,Not-in-family,Own-child,Unmarried","Black,White","Female,Male",0-7298,0,35-50,United-States,"<=50k,>50k"
415,20-51,"Federal-gov,Private,Self-emp-inc,Self-emp-not-inc",56915-64293,"Bachelors,HS-grad,Some-college",9-13,"Divorced,Married-civ-spouse,Never-married","Adm-clerical,Craft-repair,Prof-specialty,Sales","Husband,Not-in-family,Own-child","Amer-Indian-Eskimo,White","Female,Male",0-2407,0,30-60,United-States,<=50k
416,20-48,"Private,Self-emp-not-inc,State-gov",146538-153790,"Bachelors,HS-grad,Masters,Some-college",9-14,"Divorced,Married-civ-spouse,Never-married","Adm-clerical,Machine-op-inspct,Other-service,Prof-specialty,Sales,Transport-moving","Husband,Not-in-family,Own-child","Amer-Indian-Eskimo,Asian-Pac-Islander,White","Female,Male",0,0,25-50,United-States,"<=50k,>50k"
417,19-41,"Local-gov,Private",206399-209109,"12th,Assoc-acdm,HS-grad,Masters,Some-college",8-14,"Divorced,Married-civ-spouse,Never-married","Craft-repair,Machine-op-inspct,Other-service,Prof-specialty,Tech-support","Husband,Not-in-family,Own-child,Unmarried","Black,White","Female,Male",0,0-1977,35-60,"Mexico,United-States","<=50k,>50k"
418,23-49,"Local-gov,Private,Self-emp-inc",197202-198282,"5th-6th,Assoc-voc,Bachelors,HS-grad,Some-college",3-13,"Married-civ-spouse,Never-married","Adm-clerical,Craft-repair,Exec-managerial,Handlers-cleaners,Other-service,Transport-moving","Husband,Not-in-family,Other-relative,Unmarried","Black,White","Female,Male",0-15024,0,35-60,"Mexico,United-States","<=50k,>50k"
419,17-60,"Local-gov,Private",242606-248344,"11th,7th-8th,HS-grad,Some-college",4-10,"Divorced,Married-civ-spouse,Never-married,Separated","Craft-repair,Handlers-cleaners,Machine-op-inspct,Other-service,Sales,Transport-moving","Husband,Not-in-family,Own-child","Amer-Indian-Eskimo,Black,White","Female,Male",0,0,12-56,"Mexico,United-States","<=50k,>50k"
420,19-67,"Federal-gov,Private,Self-emp-not-inc",228528-235485,"10th,11th,Assoc-acdm,HS-grad,Prof-school,Some-college",6-15,"Married-civ-spouse,Never-married","Craft-repair,Exec-managerial,Handlers-cleaners,Other-service,Prof-specialty,Sales","Husband,Not-in-family,Other-relative,Own-child,Unmarried,Wife","Black,White","Female,Male",0-20051,0,35-48,United-States,"<=50k,>50k"
421,28-63,"Federal-gov,Private,Self-emp-inc,Self-emp-not-inc,State-gov",72887-80914,"9th,Assoc-voc,Bachelors,HS-grad,Masters,Prof-school",5-15,"Divorced,Married-civ-spouse,Never-married","Adm-clerical,Exec-managerial,Farming-fishing,Machine-op-inspct,Prof-specialty","Husband,Not-in-family,Own-child,Unmarried","Asian-Pac-Islander,Black,White","Female,Male",0-2174,0,30-55,"Germany,United-States","<=50k,>50k"
422,30-58,Private,177905-180980,"Assoc-voc,Bachelors,HS-grad,Some-college",9-13,"Divorced,Married-civ-spouse,Never-married","Craft-repair,Exec-managerial,Machine-op-inspct,Other-service,Transport-moving","Husband,Not-in-family,Own-child,Unmarried,Wife",White,"Female,Male",0,0-1741,20-58,"France,Iran,United-States","<=50k,>50k"
423,22-46,"Federal-gov,Private",351299-371987,"Assoc-acdm,Bachelors,HS-grad,Some-college",9-13,"Divorced,Married-civ-spouse,Never-married","Adm-clerical,Craft-repair,Exec-managerial,Prof-specialty,Sales,Transport-moving","Husband,Not-in-family","Black,White","Female,Male",0,0,15-80,United-States,<=50k
424,23-90,"Federal-gov,Local-gov,Private",51744-56795,"9th,Assoc-voc,HS-grad,Masters,Prof-school",5-15,"Married-civ-spouse,Never-married,Widowed","Exec-managerial,Other-service,Prof-specialty,Sales,Transport-moving","Husband,Not-in-family,Wife","Black,White","Female,Male",0-14084,0-2206,20-60,"Honduras,Puerto-Rico,United-States","<=50k,>50k"
425,20-44,"Local-gov,Private,Self-emp-not-inc",116632-117789,"11th,9th,Assoc-acdm,Doctorate,HS-grad,Some-college",5-16,"Married-civ-spouse,Never-married","Craft-repair,Farming-fishing,Other-service,Prof-specialty,Protective-serv,Transport-moving","Husband,Not-in-family,Own-child,Wife",White,"Female,Male",0,0-2042,40-45,"Portugal,United-States","<=50k,>50k"
426,25-59,"Local-gov,Private,State-gov",286370-289980,"7th-8th,Bachelors,HS-grad,Masters,Some-college",4-14,"Divorced,Married-civ-spouse,Never-married","Craft-repair,Exec-managerial,Handlers-cleaners,Machine-op-inspct,Prof-specialty,Protective-serv,Transport-moving","Husband,Not-in-family,Unmarried,Wife","Black,White","Female,Male",0,0,35-45,"Mexico,United-States","<=50k,>50k"
427,18-77,"Local-gov,Private,Self-emp-not-inc",132601-140359,"11th,Bachelors,Doctorate,HS-grad,Masters,Preschool,Some-college",1-16,"Married-civ-spouse,Never-married,Separated","Machine-op-inspct,Prof-specialty,Sales,Transport-moving","Husband,Not-in-family,Other-relative,Own-child",White,"Female,Male",0-7298,0,35-60,United-States,"<=50k,>50k"
428,25-50,Private,192776-193815,"1st-4th,Assoc-acdm,Doctorate,HS-grad,Masters,Some-college",2-16,"Married-civ-spouse,Married-spouse-absent,Never-married","Adm-clerical,Craft-repair,Exec-managerial,Prof-specialty,Tech-support","Husband,Own-child,Unmarried",White,"Female,Male",0,0-1977,40-60,United-States,"<=50k,>50k"
429,24-59,"Local-gov,Private,Self-emp-not-inc,State-gov",169846-172579,"10th,Assoc-acdm,Bachelors,HS-grad,Some-college",6-13,"Divorced,Married-civ-spouse,Never-married,Separated,Widowed","Adm-clerical,Craft-repair,Exec-managerial,Other-service,Tech-support","Husband,Not-in-family,Unmarried,Wife","Black,White","Female,Male",0-7298,0,20-40,"England,United-States","<=50k,>50k"
430,27-79,"Federal-gov,Local-gov,Private,Self-emp-inc",124191-126708,"7th-8th,HS-grad,Masters,Some-college",4-14,"Married-civ-spouse,Never-married","Adm-clerical,Exec-managerial,Farming-fishing,Handlers-cleaners,Machine-op-inspct,Other-service,Prof-specialty","Husband,Not-in-family,Other-relative,Wife",White,"Female,Male",0,0-1980,20-60,"Iran,United-States","<=50k,>50k"
431,23-52,"Local-gov,Private,Self-emp-inc",34987-42346,"Assoc-voc,Bachelors,HS-grad,Some-college",9-13,"Divorced,Married-civ-spouse,Never-married","Craft-repair,Farming-fishing,Other-service,Prof-specialty,Sales,Transport-moving","Husband,Not-in-family,Unmarried","Black,White","Female,Male",0,0,24-65,United-States,"<=50k,>50k"
432,20-50,"Private,Self-emp-not-inc",30653-34918,"Assoc-acdm,Bachelors,HS-grad,Masters,Some-college",9-14,"Married-civ-spouse,Never-married","Adm-clerical,Exec-managerial,Farming-fishing,Prof-specialty,Sales,Transport-moving","Husband,Not-in-family,Own-child,Wife","Other,White","Female,Male",0-2407,0,15-98,"Germany,United-States",<=50k
433,25-50,Private,192776-193815,"1st-4th,Assoc-acdm,Doctorate,HS-grad,Masters,Some-college",2-16,"Married-civ-spouse,Married-spouse-absent,Never-married","Adm-clerical,Craft-repair,Exec-managerial,Prof-specialty,Tech-support","Husband,Own-child,Unmarried",White,"Female,Male",0,0-1977,40-60,United-States,"<=50k,>50k"
434,23-47,"Private,Self-emp-not-inc,State-gov",117963-122272,"Bachelors,HS-grad,Some-college",9-13,"Divorced,Married-civ-spouse,Never-married","Adm-clerical,Craft-repair,Exec-managerial,Protective-serv,Tech-support","Husband,Own-child,Unmarried,Wife",White,"Female,Male",0-7298,0,16-60,United-States,"<=50k,>50k"
435,21-60,"Private,Self-emp-not-inc",199698-202683,"11th,Bachelors,Masters,Some-college",7-14,"Married-civ-spouse,Never-married","Exec-managerial,Other-service,Prof-specialty,Sales","Husband,Not-in-family,Own-child,Unmarried",White,"Female,Male",0,0,15-50,United-States,"<=50k,>50k"
436,22-46,"Local-gov,Private",279196-285020,"Bachelors,HS-grad,Masters,Some-college",9-14,"Married-civ-spouse,Never-married","Craft-repair,Exec-managerial,Farming-fishing,Handlers-cleaners,Machine-op-inspct","Husband,Not-in-family,Own-child,Wife","Black,White","Female,Male",0-7298,0,30-80,United-States,"<=50k,>50k"
437,18-56,"Private,Self-emp-inc,Self-emp-not-inc",302146-309974,"11th,Bachelors,HS-grad,Some-college",7-13,"Married-civ-spouse,Never-married,Separated","Adm-clerical,Farming-fishing,Other-service,Sales,Transport-moving","Husband,Not-in-family,Own-child,Unmarried,Wife","Asian-Pac-Islander,Black,White","Female,Male",0,0,20-60,"Cambodia,Laos,United-States","<=50k,>50k"
438,24-67,"Private,State-gov",43323-51618,"Assoc-voc,HS-grad,Masters,Some-college",9-14,"Divorced,Married-civ-spouse,Never-married","Adm-clerical,Craft-repair,Other-service,Prof-specialty","Husband,Not-in-family,Unmarried,Wife",White,"Female,Male",0-14084,0-1762,24-50,United-States,"<=50k,>50k"
439,22-46,"Local-gov,Private",279196-285020,"Bachelors,HS-grad,Masters,Some-college",9-14,"Married-civ-spouse,Never-married","Craft-repair,Exec-managerial,Farming-fishing,Handlers-cleaners,Machine-op-inspct","Husband,Not-in-family,Own-child,Wife","Black,White","Female,Male",0-7298,0,30-80,United-States,"<=50k,>50k"
440,17-58,"Private,Self-emp-inc,Self-emp-not-inc",209642-213921,"9th,Bachelors,HS-grad,Some-college",5-13,"Divorced,Married-civ-spouse,Never-married","Exec-managerial,Machine-op-inspct,Other-service,Sales,Transport-moving","Husband,Not-in-family,Own-child,Unmarried,Wife","Black,White","Female,Male",0-15024,0,6-45,"Mexico,United-States","<=50k,>50k"
441,22-46,"Local-gov,Private",279196-285020,"Bachelors,HS-grad,Masters,Some-college",9-14,"Married-civ-spouse,Never-married","Craft-repair,Exec-managerial,Farming-fishing,Handlers-cleaners,Machine-op-inspct","Husband,Not-in-family,Own-child,Wife","Black,White","Female,Male",0-7298,0,30-80,United-States,"<=50k,>50k"
442,27-65,"Local-gov,Private,Self-emp-not-inc",159937-162298,"10th,11th,9th,Bachelors,HS-grad,Some-college",5-13,"Married-civ-spouse,Married-spouse-absent,Never-married,Widowed","Adm-clerical,Craft-repair,Other-service,Sales,Transport-moving","Husband,Not-in-family,Unmarried,Wife","Black,Other,White","Female,Male",0,0-2415,6-70,"Jamaica,United-States","<=50k,>50k"
443,23-49,"Local-gov,Private,Self-emp-inc",197202-198282,"5th-6th,Assoc-voc,Bachelors,HS-grad,Some-college",3-13,"Married-civ-spouse,Never-married","Adm-clerical,Craft-repair,Exec-managerial,Handlers-cleaners,Other-service,Transport-moving","Husband,Not-in-family,Other-relative,Unmarried","Black,White","Female,Male",0-15024,0,35-60,"Mexico,United-States","<=50k,>50k"
444,20-65,"Local-gov,Private",111095-114060,"Assoc-acdm,Bachelors,HS-grad,Prof-school,Some-college",9-15,"Married-civ-spouse,Never-married","Adm-clerical,Craft-repair,Exec-managerial,Prof-specialty,Transport-moving","Husband,Own-child,Wife",White,"Female,Male",0,0-1719,16-45,"Portugal,United-States","<=50k,>50k"
445,24-59,"Local-gov,Private,Self-emp-not-inc,State-gov",169846-172579,"10th,Assoc-acdm,Bachelors,HS-grad,Some-college",6-13,"Divorced,Married-civ-spouse,Never-married,Separated,Widowed","Adm-clerical,Craft-repair,Exec-managerial,Other-service,Tech-support","Husband,Not-in-family,Unmarried,Wife","Black,White","Female,Male",0-7298,0,20-40,"England,United-States","<=50k,>50k"
446,17-61,"Private,Self-emp-inc,State-gov",65324-71195,"11th,Assoc-acdm,Bachelors,HS-grad,Masters,Prof-school",7-15,"Divorced,Married-civ-spouse,Never-married","Craft-repair,Exec-managerial,Prof-specialty,Sales","Husband,Not-in-family,Own-child",White,"Female,Male",0,0,12-60,United-States,"<=50k,>50k"
447,25-50,Private,192776-193815,"1st-4th,Assoc-acdm,Doctorate,HS-grad,Masters,Some-college",2-16,"Married-civ-spouse,Married-spouse-absent,Never-married","Adm-clerical,Craft-repair,Exec-managerial,Prof-specialty,Tech-support","Husband,Own-child,Unmarried",White,"Female,Male",0,0-1977,40-60,United-States,"<=50k,>50k"
448,23-52,"Local-gov,Private,Self-emp-not-inc",188401-190762,"1st-4th,Assoc-acdm,HS-grad,Some-college",2-12,"Divorced,Married-civ-spouse,Married-spouse-absent,Never-married","Adm-clerical,Craft-repair,Exec-managerial,Farming-fishing,Machine-op-inspct,Protective-serv","Husband,Not-in-family,Own-child","Black,White","Female,Male",0,0,20-52,"Mexico,United-States",<=50k
449,25-59,"Local-gov,Private,State-gov",286370-289980,"7th-8th,Bachelors,HS-grad,Masters,Some-college",4-14,"Divorced,Married-civ-spouse,Never-married","Craft-repair,Exec-managerial,Handlers-cleaners,Machine-op-inspct,Prof-specialty,Protective-serv,Transport-moving","Husband,Not-in-family,Unmarried,Wife","Black,White","Female,Male",0,0,35-45,"Mexico,United-States","<=50k,>50k"
450,19-66,"Local-gov,Private,Self-emp-not-inc",163003-169469,"7th-8th,Assoc-voc,Bachelors,HS-grad",4-13,"Divorced,Married-civ-spouse,Never-married","Adm-clerical,Craft-repair,Exec-managerial,Farming-fishing,Handlers-cleaners,Prof-specialty,Sales,Transport-moving","Husband,Not-in-family,Other-relative,Own-child,Unmarried,Wife","Asian-Pac-Islander,Other,White","Female,Male",0-1409,0-2179,35-80,"Philippines,Puerto-Rico,United-States",<=50k
451,17-53,"Private,Self-emp-not-inc,State-gov",86872-92262,"11th,Bachelors,HS-grad",7-13,"Divorced,Married-civ-spouse,Never-married","Craft-repair,Exec-managerial,Other-service,Prof-specialty,Sales","Husband,Not-in-family,Own-child,Unmarried,Wife","Asian-Pac-Islander,White","Female,Male",0-15024,0,10-60,"England,United-States","<=50k,>50k"
452,20-53,"Local-gov,Private",343121-350845,"10th,Bachelors,HS-grad,Some-college",6-13,"Divorced,Married-civ-spouse,Never-married","Adm-clerical,Craft-repair,Other-service,Prof-specialty,Sales","Husband,Not-in-family,Own-child,Unmarried,Wife",White,"Female,Male",0-14344,0,10-40,United-States,"<=50k,>50k"
453,22-46,"Federal-gov,Private",351299-371987,"Assoc-acdm,Bachelors,HS-grad,Some-college",9-13,"Divorced,Married-civ-spouse,Never-married","Adm-clerical,Craft-repair,Exec-managerial,Prof-specialty,Sales,Transport-moving","Husband,Not-in-family","Black,White","Female,Male",0,0,15-80,United-States,<=50k
454,20-50,"Private,Self-emp-not-inc",30653-34918,"Assoc-acdm,Bachelors,HS-grad,Masters,Some-college",9-14,"Married-civ-spouse,Never-married","Adm-clerical,Exec-managerial,Farming-fishing,Prof-specialty,Sales,Transport-moving","Husband,Not-in-family,Own-child,Wife","Other,White","Female,Male",0-2407,0,15-98,"Germany,United-States",<=50k
